,city,company,country,date,expired,formattedLocation,formattedLocationFull,formattedRelativeTime,indeedApply,jobkey,jobtitle,language,onmousedown,snippet,source,sponsored,state,stations,url
137,Phoenix,ViaSat,US,"Fri, 06 Oct 2017 05:46:04 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,False,b1d4932ebbb2c125,RF Test Engineer,en,"indeed_clk(this,'6116');","Proficiency with programming in one or more languages such as LabView, C/C++, C#, Visual Basic, or <b>Python</b>....",ViaSat,False,AZ,,http://www.indeed.com/viewjob?jk=b1d4932ebbb2c125&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
138,Scottsdale,General Dynamics Mission Systems,US,"Mon, 04 Dec 2017 19:59:01 GMT",False,"Scottsdale, AZ","Scottsdale, AZ",30+ days ago,True,c95d6e21afc368a6,Linux Platform Security Engineer,en,"indeed_clk(this,'6116');","<b>Python</b>, Bash, Perl, etc.). General Dynamics Mission Systems has an immediate opening for a Linux Platform Security Engineer....",Indeed,False,AZ,,http://www.indeed.com/viewjob?jk=c95d6e21afc368a6&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
139,Tempe,GoDaddy,US,"Thu, 21 Dec 2017 03:21:20 GMT",False,"Tempe, AZ","Tempe, AZ",24 days ago,False,d283e6b84ed76f4b,SDE IV - Storage Engineering / Ceph,en,"indeed_clk(this,'6116');",Programming proficiency in high level languages such as <b>Python</b>. We are looking for engineers to join the Ceph and Storage Engineering team....,GoDaddy,False,AZ,,http://www.indeed.com/viewjob?jk=d283e6b84ed76f4b&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
140,Phoenix,Conservation Legacy,US,"Fri, 08 Dec 2017 06:41:37 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,False,94760014c81cf72d,BLM Arizona GIS Internships - Locations Vary,en,"indeed_clk(this,'6116');","Project Start and Completion Dates: Start Date: January 29, 2018 End Date: December 21, 2018 Total # of weeks: 47 One Intern in the BLM Arizona State Office...",Conservation Legacy,False,AZ,,http://www.indeed.com/viewjob?jk=94760014c81cf72d&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
141,Phoenix,"AAA Northern California, Nevada & Utah",US,"Wed, 18 Oct 2017 11:21:44 GMT",False,"Phoenix, AZ","Phoenix, AZ 85016",30+ days ago,False,8f475eb84d168caf,Applications Engineer,en,"indeed_clk(this,'6116');","Strong experience with SWIFT, HTML, Java, JavaScript, JSON, <b>Python</b> and SQL. AAA Arizona is seeking an Applications Engineer responsible for developing,...","AAA Northern California, Nevada & Utah",False,AZ,,http://www.indeed.com/viewjob?jk=8f475eb84d168caf&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
142,Scottsdale,Early Warning Services,US,"Thu, 07 Dec 2017 06:36:29 GMT",False,"Scottsdale, AZ","Scottsdale, AZ 85260",30+ days ago,False,3130520e01ce25aa,DevOps Engineer,en,"indeed_clk(this,'6116');","O <b>Python</b>, Bash, Ruby, Powershell development experience. This position is responsible for the upkeep and development of our infrastructure services as code....",Early Warning Services,False,AZ,,http://www.indeed.com/viewjob?jk=3130520e01ce25aa&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
143,Tempe,ProMedia Careers,US,"Thu, 28 Dec 2017 09:36:16 GMT",False,"Tempe, AZ","Tempe, AZ",17 days ago,True,1ac49fe4beca4466,System Engineer,en,"indeed_clk(this,'6116');","Experience with C, C#, <b>Python</b>, TCL, 8051 Assembly, Perl, Unix shell script. ProMedia is hiring engineers to be part of our team supporting a global technology...","ProMedia Telecom, Inc.",False,AZ,,http://www.indeed.com/viewjob?jk=1ac49fe4beca4466&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
144,Tempe,GoDaddy,US,"Tue, 14 Nov 2017 00:00:12 GMT",False,"Tempe, AZ","Tempe, AZ",30+ days ago,False,f10ce860c00a9248,Eng - Software Development IV,en,"indeed_clk(this,'6116');",Solid understanding of <b>Python</b> &amp; Node.JS. Senior Software Development Engineer - Application &amp; Cloud Services....,GoDaddy,False,AZ,,http://www.indeed.com/viewjob?jk=f10ce860c00a9248&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
145,Chandler,Expedia,US,"Fri, 29 Dec 2017 06:06:53 GMT",False,"Chandler, AZ","Chandler, AZ 85248",16 days ago,False,587927209ccd11c7,Sr. Systems Engineer - Windows,en,"indeed_clk(this,'6116');",Strong shell scripting abilities including Ruby and <b>Python</b> and experience automating tasks. Expedia is looking for a Sr....,Expedia,False,AZ,,http://www.indeed.com/viewjob?jk=587927209ccd11c7&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
146,Tempe,DHL Express US,US,"Tue, 02 Jan 2018 23:03:49 GMT",False,"Tempe, AZ","Tempe, AZ",11 days ago,False,b6416b94a2b0e1f7,Customer Service Business Analyst (E),en,"indeed_clk(this,'6116');","Experience with <b>Python</b>, R, Tableau:. Customer Service Business Analyst - Tempe, AZ....",DHL,False,AZ,,http://www.indeed.com/viewjob?jk=b6416b94a2b0e1f7&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
147,Phoenix,Wells Fargo,US,"Thu, 28 Dec 2017 13:07:13 GMT",False,"Phoenix, AZ","Phoenix, AZ",17 days ago,False,c46613e11a1663d9,Database Analyst 4,en,"indeed_clk(this,'6116');","Knowledge and understanding of <b>Python</b>, Ruby, PowerShell, and Shell scripting. Our foundation for success can be summarized in three beliefs:....",Wells Fargo,False,AZ,,http://www.indeed.com/viewjob?jk=c46613e11a1663d9&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
148,Phoenix,Fuze,US,"Thu, 04 Jan 2018 18:22:22 GMT",False,"Phoenix, AZ","Phoenix, AZ",9 days ago,True,7c8aa2500cb3a889,Principal Software Engineer - Media,en,"indeed_clk(this,'6116');","Experience with Go and/or <b>Python</b> is a plus. Software Engineer, Real Time Communications Services/Clients....",Fuze,False,AZ,,http://www.indeed.com/viewjob?jk=7c8aa2500cb3a889&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
149,Phoenix,VisionGate,US,"Wed, 22 Nov 2017 20:45:27 GMT",False,"Phoenix, AZ","Phoenix, AZ",30+ days ago,True,70230137e5001352,BioEngineer Statistician,en,"indeed_clk(this,'6116');", Experience with MySQL and <b>Python</b>. Is currently seeking a bioengineer to aid in developing analysis programs to....,VisionGate,False,AZ,,http://www.indeed.com/viewjob?jk=70230137e5001352&qd=kzI5tJZPkWJqoVrEwKNhYuUf1GyoJ5epwGPvrXv9tcK5ycJRMJ608P5iRe5vKKfYnX3Mn_d1sQUGgEd6p8l1qWHRqJhPoH6hzhHbs9eGJzo&indpubnum=8836246992678581&atk=1c3qf0rt519s87su
